tempo,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,genre
123.046875,-113.59882354736328,121.57067108154297,-19.162261962890625,42.36394119262695,-6.3622660636901855,18.621931076049805,-13.69973373413086,15.339801788330078,-12.27430534362793,10.970946311950684,-8.326061248779297,8.802087783813477,-3.669940710067749,50.68894577026367,17.200204849243164,15.348760604858398,12.28978157043457,12.961207389831543,9.443115234375,8.2221097946167,8.306714057922363,9.06751537322998,7.959053993225098,7.859070777893066,7.161057949066162,6.4199604988098145,blues
67.99958881578948,-207.52383422851562,123.98513793945312,8.947019577026367,35.867149353027344,2.909594774246216,21.519472122192383,-8.556512832641602,23.370676040649414,-10.103608131408691,11.899242401123047,-5.558824062347412,5.377876281738281,-2.2344918251037598,88.14252471923828,23.662490844726562,23.923551559448242,16.270116806030273,16.732484817504883,12.504671096801758,14.170463562011719,11.940147399902344,12.88854694366455,10.215539932250977,10.25457763671875,9.808390617370605,8.05438232421875,blues
161.4990234375,-90.75716400146484,140.4408721923828,-29.08454704284668,31.68669319152832,-13.976547241210938,25.753751754760742,-13.664990425109863,11.634442329406738,-11.778322219848633,9.71475601196289,-13.125313758850098,5.7912468910217285,-8.901966094970703,57.60110092163086,22.55784034729004,20.29936981201172,11.998091697692871,12.476431846618652,8.625062942504883,10.336393356323242,10.320865631103516,8.092109680175781,8.23664665222168,7.594205379486084,8.030862808227539,7.771137237548828,blues
63.02400914634146,-199.57513427734375,150.0861053466797,5.6634039878845215,26.85527801513672,1.7700715065002441,14.232646942138672,-4.827844619750977,9.286852836608887,-0.7561202049255371,8.134434700012207,-3.200026035308838,6.078081130981445,-2.478445053100586,74.21769714355469,21.361392974853516,16.034643173217773,12.584161758422852,16.369903564453125,11.260880470275879,12.487863540649414,9.01500415802002,9.607382774353027,8.448777198791504,10.500921249389648,6.943667411804199,7.534999847412109,blues
135.99917763157896,-160.3541717529297,126.2094955444336,-35.58139419555664,22.13925552368164,-32.473548889160156,10.850701332092285,-23.35007095336914,0.4932490289211273,-11.796538352966309,1.2035191059112549,-13.084959030151367,-2.810499429702759,-6.934471607208252,72.10481262207031,29.21080780029297,18.276552200317383,13.919527053833008,18.341903686523438,11.613141059875488,9.658858299255371,11.168416023254395,11.400674819946289,9.985846519470215,8.957854270935059,9.297122955322266,9.462997436523438,blues
69.83741554054055,-177.80174255371094,118.20316314697266,-17.570629119873047,30.760927200317383,-21.7425537109375,11.919262886047363,-20.734298706054688,3.185288190841675,-8.580818176269531,-0.9328852295875549,-11.772245407104492,-2.408763885498047,-9.348445892333984,85.48365020751953,56.52614974975586,25.575532913208008,22.038372039794922,20.815298080444336,16.321996688842773,13.02712631225586,11.563016891479492,13.123480796813965,10.006048202514648,8.749557495117188,8.877084732055664,8.950291633605957,blues
71.77734375,-190.0688018798828,130.27023315429688,-36.36211395263672,33.03621292114258,11.093891143798828,-0.5918817520141602,-20.89026641845703,0.2784423530101776,-6.496385097503662,-5.512735366821289,-7.8474040031433105,-3.124300718307495,-6.602821350097656,98.25144958496094,43.973899841308594,36.15287780761719,21.91330909729004,32.90848159790039,16.73653221130371,12.315980911254883,10.14166259765625,11.44982624053955,12.38556957244873,9.354485511779785,8.013117790222168,8.896451950073242,blues
92.28515625,-179.37229919433594,136.44833374023438,-26.662588119506836,39.965450286865234,5.31089448928833,10.919133186340332,-20.559534072875977,8.5033597946167,-11.349763870239258,-3.470554828643799,-8.415842056274414,-6.957211017608643,-3.5460426807403564,81.0771484375,38.4583625793457,24.314783096313477,18.799100875854492,25.496854782104492,11.674243927001953,12.794262886047363,12.299772262573242,13.111818313598633,13.350184440612793,12.14746379852295,9.14978313446045,9.65739631652832,blues
83.35433467741936,-121.3897933959961,122.49832916259766,-14.734728813171387,46.122135162353516,-8.179258346557617,20.172466278076172,-19.171894073486328,23.03683853149414,-11.83272933959961,21.15465545654297,-6.722797393798828,6.989505767822266,-12.730550765991211,51.18275451660156,20.360193252563477,18.47224998474121,13.925419807434082,13.30699348449707,10.341513633728027,7.5933709144592285,8.783775329589844,6.524472236633301,7.6714863777160645,6.994175434112549,7.518989562988281,7.870708465576172,blues
80.74951171875,-213.2642364501953,115.16475677490234,-11.698169708251953,39.015357971191406,-20.348329544067383,13.082701683044434,-9.182700157165527,9.017151832580566,-14.1043119430542,4.271254539489746,-6.050780296325684,3.7858355045318604,0.22263556718826294,78.31330108642578,28.253562927246094,25.866668701171875,18.733230590820312,23.065073013305664,16.680667877197266,11.24507999420166,8.244038581848145,10.492645263671875,9.623028755187988,9.211915016174316,10.218299865722656,8.73759937286377,blues
161.4990234375,-173.81045532226562,137.17355346679688,-23.72303009033203,26.979677200317383,-16.67521095275879,4.194730758666992,-12.57178783416748,5.851668834686279,-2.87695050239563,-1.1783809661865234,-1.9682401418685913,1.8011796474456787,-3.0069503784179688,90.2389144897461,32.903709411621094,32.077186584472656,22.257993698120117,17.02321434020996,12.652122497558594,12.26854419708252,9.07992172241211,10.420567512512207,8.102306365966797,7.45198917388916,7.610536575317383,9.6771821975708,blues
